,id,name,organization,title,ressource-type,licence,private,projects,progress,state,type,distributor,resources_count,spatial,vertical-extent,eov,metadata_created,metadata_modified,ERROR,INFO,WARNING,sum
41,c7e86d80-2159-4fb8-8a88-7d58221334ee,ca-cioos_77a256cd-baf7-434e-9f62-53ba809e48cb,Hakai Institute,"High-resolution record of 8-m seawater CO2 content entering Fanny Bay Oysters in Baynes Sound, British Columbia, Canada from March 2017 to November 2017",dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,3,"{'type': 'Polygon', 'coordinates': [[[-124.88983154296876, 49.44759314103575], [-124.70993041992188, 49.44759314103575], [-124.70993041992188, 49.56975910961884], [-124.88983154296876, 49.56975910961884], [-124.88983154296876, 49.44759314103575]]]}","[{'max': '0.0', 'min': '0.0'}]","other, inorganicCarbon",2023-11-09T06:14:36.293126,2024-03-15T23:30:17.533823,1.0,3.0,3.0,7.0
42,07a103e2-7fb1-4960-8842-22cc400ce04d,ca-cioos_4bf1e341-637c-4884-b373-033e033b3cba,Hakai Institute,Northwest Calvert Substrate Mapping,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,3,"{'type': 'Polygon', 'coordinates': [[[-128.18309295, 51.63973703], [-128.06292998, 51.63973703], [-128.06292998, 51.71531293], [-128.18309295, 51.71531293], [-128.18309295, 51.63973703]]]}","[{'max': '600.0', 'min': '0.0'}]",other,2023-11-09T06:14:38.219297,2023-11-09T06:14:38.219302,1.0,2.0,10.0,13.0
43,8926136d-980e-48f2-9591-4ec85f95a31c,ca-cioos_395aa495-de81-4947-b1c5-2c98172a6def,Hakai Institute,"High-resolution hydrometeorological data from seven small coastal watersheds, British Columbia, Canada, 2013-2019",dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institue,1,"{'type': 'Polygon', 'coordinates': [[[-128.2, 51.61], [-128.0, 51.61], [-128.0, 51.69], [-128.2, 51.69], [-128.2, 51.61]]]}","[{'max': '740.0', 'min': '0.0'}]",other,2023-11-09T06:14:40.581821,2023-11-09T06:14:40.581828,2.0,5.0,14.0,21.0
44,169f2e88-5780-44a6-87ae-96d0fc6e84f3,ca-cioos_412ae9da-7e81-4a33-90c8-ed142f36307e,Hakai Institute,Ecstall Slide - 2022 - Hakai Airborne Coastal Observatory,dataset,CC-BY-4.0,False,"Geospatial, Airborne Coastal Observatory",completed,active,dataset,Hakai Geospatial,2,"{'type': 'Polygon', 'coordinates': [[[-129.8, 53.71], [-129.4, 53.71], [-129.4, 54.01], [-129.8, 54.01], [-129.8, 53.71]]]}","[{'max': '2100.0', 'min': '30.0'}]",other,2023-11-09T06:14:43.078808,2023-11-09T06:14:43.078815,1.0,2.0,2.0,5.0
45,3b4d1cc2-c682-438a-88c2-0d08f2845ca3,ca-cioos_ef59cc12-5031-4c65-b379-7ca03ad76d34,Hakai Institute,Precipitation time-series – Central Coast and Quadra Island – 2013 - 2019 Version 1.0,dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.35114344, 51.37506462], [-127.65170145, 51.37506462], [-127.65170145, 51.8069493], [-128.35114344, 51.8069493], [-128.35114344, 51.37506462]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:14:45.220489,2023-11-09T06:14:45.220495,1.0,3.0,14.0,18.0
46,4d668de2-45b2-47c7-9180-f1b24b154b9e,ca-cioos_8c3c86a9-1201-479d-b2b7-a1615183ffea,Hakai Institute,Marine CO2 system variability along the Inside Passage of the Pacific Northwest coast of North America determined from an Alaskan ferry,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,4,"{'type': 'Polygon', 'coordinates': [[[-135.72, 48.62], [-122.51, 48.62], [-122.51, 59.45], [-135.72, 59.45], [-135.72, 48.62]]]}","[{'max': '0.0', 'min': '0.0'}]","seaSurfaceTemperature, inorganicCarbon, oxygen, seaSurfaceSalinity, other",2023-11-09T06:14:48.093800,2023-11-09T06:14:48.093807,1.0,11.0,6.0,18.0
47,3e6e662a-f48c-47fc-8dcd-478a787f5131,ca-cioos_0a8ff4c9-158a-4a46-9bb0-9d480ff40466,Hakai Institute,Hakai Place Names Service - Coastal British Columbia - Canada,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-129.26513671874994, 49.38237278700956], [-123.90380859374997, 49.38237278700956], [-123.90380859374997, 52.38901106223457], [-129.26513671874994, 52.38901106223457], [-129.26513671874994, 49.38237278700956]]]}","[{'max': '2500.0', 'min': '0.0'}]",other,2023-11-09T06:14:50.399313,2023-11-09T06:14:50.399320,1.0,4.0,12.0,17.0
48,1661f318-6d3c-47b2-9b3a-51f139684f21,ca-cioos_14bf37c7-5eb6-4194-a992-c039fd7fb38b,Hakai Institute,Hunter Island Hauyat Village Site Elevation Point Data - British Columbia - Canada,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.1802368164062, 51.98995445995024], [-127.91656494140622, 51.98995445995024], [-127.91656494140622, 52.104818220233255], [-128.1802368164062, 52.104818220233255], [-128.1802368164062, 51.98995445995024]]]}","[{'max': '20.0', 'min': '0.0'}]",other,2023-11-09T06:14:52.604564,2023-11-09T06:14:52.604570,1.0,3.0,15.0,19.0
49,a1059137-5bed-4ebd-838c-cafc590e9a0e,ca-cioos_cf7a6149-b34a-404c-88e1-c556bf361408,Hakai Institute,"Northwest Calvert sea wrack temporal data, Central Coast, British Columbia (2016-2017)",dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.16422429, 51.6467821], [-128.12137762, 51.6467821], [-128.12137762, 51.67123185], [-128.16422429, 51.67123185], [-128.16422429, 51.6467821]]]}","[{'max': '100.0', 'min': '0.0'}]",other,2023-11-09T06:14:54.924495,2023-11-09T06:14:54.924502,1.0,5.0,7.0,13.0
50,e191b744-6d69-423c-bd42-75f6e466a460,ca-cioos_8c39138f-8f01-4948-a3de-864044686c55,Hakai Institute,Elliot Creek Landslide – 2022 – Hakai Airborne Coastal Observatory,dataset,CC-BY-4.0,False,"Airborne Coastal Observatory, Geospatial",completed,active,dataset,Hakai Geospatial,2,"{'type': 'Polygon', 'coordinates': [[[-124.8, 50.84], [-124.5, 50.84], [-124.5, 51.0], [-124.8, 51.0], [-124.8, 50.84]]]}","[{'max': '2000.0', 'min': '0.0'}]",other,2023-11-09T06:14:56.898075,2023-11-09T06:14:56.898126,1.0,4.0,2.0,7.0
51,1c8f2953-0655-4c32-8127-16e8df3fa5b2,ca-cioos_9e61819e-8385-41d2-a5c5-0e2f37c522ef,Hakai Institute,LiDAR-based Ecosystem Classification for Calvert Island,dataset,CC-BY-4.0,False,,completed,active,dataset,University of Victoria,2,"{'type': 'Polygon', 'coordinates': [[[-128.22692871093747, 51.40948589555509], [-127.80944824218746, 51.40948589555509], [-127.80944824218746, 51.74233687689102], [-128.22692871093747, 51.74233687689102], [-128.22692871093747, 51.40948589555509]]]}","[{'max': '1014.0', 'min': '0.0'}]",other,2023-11-09T06:14:59.394849,2023-11-09T06:14:59.394855,2.0,9.0,11.0,22.0
52,d29e0650-19c3-4c5f-a3f9-dc153984b0d3,ca-cioos_d05df775-4295-4b9f-b3b3-29fe891d9ed9,Hakai Institute,LIDAR Derived Forest Metrics - Calvert Island - British Columbia - Canada,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.21777349337933, 51.412912129355306], [-127.82775884494184, 51.412912129355306], [-127.82775884494184, 51.74403752566786], [-128.21777349337933, 51.74403752566786], [-128.21777349337933, 51.412912129355306]]]}","[{'max': '1014.0', 'min': '0.0'}]",other,2023-11-09T06:15:02.008592,2023-11-09T06:15:02.008598,1.0,3.0,11.0,15.0
53,75cb83ee-bcf0-4806-89a0-d400afdb5112,ca-cioos_94b4992f-19e2-46d4-875e-f0c952ea62f7,Hakai Institute,Kelp Field Data for Remote Sensing - BC Central Coast,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.50708007812503, 51.62824753375085], [-128.02917480468753, 51.62824753375085], [-128.02917480468753, 52.08288179572668], [-128.50708007812503, 52.08288179572668], [-128.50708007812503, 51.62824753375085]]]}","[{'max': '50.0', 'min': '0.0'}]",other,2023-11-09T06:15:04.485314,2023-11-09T06:15:04.485321,1.0,2.0,11.0,14.0
54,94544fc8-507a-4de7-ab58-6f09e96b7ecb,ca-cioos_6c0697e9-7776-4d36-8219-b21ce72fbcc9,Hakai Institute,Surface water CO2 parameters collected by Alaskan citizens around the northern Gulf of Alaska from April 2015 to August 2017. Version 1.0.,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-153.45020164, 58.42955383], [-145.36907065, 58.42955383], [-145.36907065, 61.89059635], [-153.45020164, 61.89059635], [-153.45020164, 58.42955383]]]}","[{'max': '0.0', 'min': '0.0'}]","other, dissolvedOrganicCarbon",2023-11-09T06:15:06.896782,2023-11-09T06:15:06.896787,1.0,5.0,9.0,15.0
55,8cce8805-4065-46bb-a200-d891443c6218,ca-cioos_f68be641-0017-4311-b4de-5d0aed9e2b57,Hakai Institute,100 Islands Project - Island Spatial Data -2017 - Coastal British Columbia - Canada,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.61694335937497, 51.3854950692232], [-127.61718749999997, 51.3854950692232], [-127.61718749999997, 52.0322181041453], [-128.61694335937497, 52.0322181041453], [-128.61694335937497, 51.3854950692232]]]}","[{'max': '300.0', 'min': '0.0'}]",other,2023-11-09T06:15:09.021525,2023-11-09T06:15:09.021532,1.0,2.0,12.0,15.0
56,2ad19f28-6ce8-4309-94a0-0114d8d6ad69,ca-cioos_ee2791c3-3d99-41e5-8cdf-fa5d1d19944d,Hakai Institute,"Fatty acids of particulate matter collected from 2015 to 2018 near Quadra Island, British Columbia, Canada",dataset,CC-BY-4.0,False,,completed,active,dataset,University of British Columbia,1,"{'type': 'Polygon', 'coordinates': [[[-125.099, 50.03], [-125.08, 50.03], [-125.08, 50.0307], [-125.099, 50.0307], [-125.099, 50.03]]]}","[{'max': '30.0', 'min': '0.0'}]","phytoplanktonBiomassAndDiversity, particulateMatter, stableCarbonIsotopes",2023-11-09T06:15:10.922489,2023-11-09T06:15:10.922495,2.0,9.0,2.0,13.0
57,d875b549-2a4c-4f4a-b389-69c97a26f506,ca-cioos_0219e1d6-8dfc-4718-b89b-ea3dff06a70d,Hakai Institute,Eelgrass Extent - Coastal British Columbia,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-133.7841801345348, 48.23443097294032], [-122.49023482203482, 48.23443097294032], [-122.49023482203482, 54.52958287232971], [-133.7841801345348, 54.52958287232971], [-133.7841801345348, 48.23443097294032]]]}","[{'max': '50.0', 'min': '0.0'}]","other, seagrassCoverAndComposition",2023-11-09T06:15:12.784584,2023-11-09T06:15:12.784590,1.0,2.0,10.0,13.0
58,163e58d5-617f-4f10-867e-b52bf5e3ed51,ca-cioos_c113d7a8-6a46-46fc-b49c-a4e69afedfbc,Hakai Institute,Hakai Institute’s Burke-o-Lator TCO2/pCO2 Analyzer Discrete Sample Analysis Protocols,dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-121.200851030026, 47.5931373865871], [-133.329762644444, 58.3685518859093], [-138.778981394444, 57.2923559868765], [-128.407887644444, 50.1363698995369], [-122.519210405026, 46.8770323398551], [-121.200851030026, 47.5931373865871]]]}","[{'max': '50.15267028510888', 'min': '50.15091039641325'}]","other, inorganicCarbon",2023-11-09T06:15:15.527662,2024-02-05T18:10:12.317757,,2.0,3.0,5.0
59,ebebc30a-57d5-41db-863b-0303d1d72790,ca-cioos_c1b9801b-742b-41b6-a69b-5e7ae6f09bce,Hakai Institute,Cryosphere LiDAR Mapping - 2020 - Airborne Coastal Observatory -British Columbia - Canada,dataset,CC-BY-NC-4.0,False,"Airborne Coastal Observatory, Geospatial",completed,active,dataset,Hakai Geospatial,2,"{'type': 'Polygon', 'coordinates': [[[-128.7, 48.22], [-120.8, 48.22], [-120.8, 52.39], [-128.7, 52.39], [-128.7, 48.22]]]}","[{'max': '3950.0', 'min': '0.0'}]",other,2023-11-09T06:15:17.825765,2023-11-09T06:15:17.825770,2.0,3.0,4.0,9.0
60,948cb2e5-9e45-4c21-aec4-6f71e0010f12,ca-cioos_c3958106-fc49-44bd-8227-bfc3e8bcb58c,Hakai Institute,Moore Island Archaeology Survey - 2019 - Airborne Coastal Observatory,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-129.5, 52.65], [-129.4, 52.65], [-129.4, 52.7], [-129.5, 52.7], [-129.5, 52.65]]]}","[{'max': '150.0', 'min': '0.0'}]",other,2023-11-09T06:15:20.302666,2023-11-09T06:15:20.302673,1.0,2.0,10.0,13.0
61,248ceb8c-678f-4678-88b7-159796ef6487,ca-cioos_41b0137d-6ac0-407d-a550-dd375475b2b0,Hakai Institute,"Provisional Real-Time Hakai Seafloor Observatory in Hyacinthe Bay, Quadra Island, British Columbia, Canada",dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Point', 'coordinates': [-125.22003, 50.11736]}","[{'max': '20.0', 'min': '10.0'}]","oxygen, dissolvedOrganicCarbon, subSurfaceSalinity, subSurfaceTemperature, seaSurfaceHeight",2023-11-09T06:15:22.312823,2023-11-09T06:15:22.312830,1.0,2.0,5.0,8.0
62,10e33315-1a9e-473a-850f-73182cc12c1c,ca-cioos_314a0846-0fe9-4c2e-81e2-d2b24ac98b6e,Hakai Institute,"Understory kelp biomass data from BC Central Coast, v1.2.0",dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.7, 51.33], [-127.4, 51.33], [-127.4, 52.26], [-128.7, 52.26], [-128.7, 51.33]]]}","[{'max': '30.0', 'min': '0.0'}]",macroalgalCanopyCoverAndComposition,2023-11-09T06:15:24.331305,2023-11-09T06:15:24.331312,1.0,5.0,8.0,14.0
63,9d84c839-e2b6-4fd7-8908-74b98d779de1,ca-cioos_8e99157a-8daf-4e68-92ae-9d22cfd46ce7,Hakai Institute,Elliot Creek – Homathko Estuary Mapping - 2021 - Airborne Coastal Observatory,dataset,CC-BY-4.0,False,"Airborne Coastal Observatory, Geospatial",completed,active,dataset,Hakai Geospatial,2,"{'type': 'Polygon', 'coordinates': [[[-124.9, 50.83], [-124.5, 50.83], [-124.5, 51.02], [-124.9, 51.02], [-124.9, 50.83]]]}","[{'max': '2000.0', 'min': '0.0'}]",other,2023-11-09T06:15:26.700150,2023-11-09T06:15:26.700156,1.0,3.0,3.0,7.0
64,14b416a4-1730-4e7c-a899-228ab5c05b56,ca-cioos_f7c3a2f1-29b5-4d4d-a1a7-03ec507fe1a2,Hakai Institute,"Real-Time Provisional High-Resolution Record of Surface Seawater Carbon Dioxide (CO2) Content Collected from the Ketchikan Shellfish Hatchery, Alaska, USA",dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Point', 'coordinates': [-131.5954, 55.315]}","[{'max': '4.0', 'min': '4.0'}]","seaSurfaceTemperature, inorganicCarbon, seaSurfaceSalinity",2023-11-09T06:15:29.500123,2023-11-09T06:15:29.500131,2.0,4.0,8.0,14.0
65,12742e1b-b393-448a-8a42-5c169388fb9f,ca-cioos_1b517e6f-4f0a-4577-b7c2-c37f95d5b413,Hakai Institute,Field Station Structures - Calvert Island,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.13388824462888, 51.65280313672477], [-128.12830924987793, 51.65280313672477], [-128.12830924987793, 51.65589162014166], [-128.13388824462888, 51.65589162014166], [-128.13388824462888, 51.65280313672477]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:15:32.204228,2023-11-09T06:15:32.204237,1.0,1.0,11.0,13.0
66,fded0aa6-8bd1-470e-8264-31313ae3fdc4,ca-cioos_bef293d6-8721-4214-b8f5-03b5ffb28e1c,Hakai Institute,Jellyfish Monitoring UAV Imagery - Pruth Bay - Calvert Island - British Columbia - Canada,dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.13097000122067, 51.65072627953853], [-128.1136322021484, 51.65072627953853], [-128.1136322021484, 51.657968240656345], [-128.13097000122067, 51.657968240656345], [-128.13097000122067, 51.65072627953853]]]}","[{'max': '50.0', 'min': '0.0'}]",other,2023-11-09T06:15:34.886409,2023-11-09T06:15:34.886415,1.0,3.0,15.0,19.0
67,7baa4e01-61e0-4504-a84e-34350c79536a,ca-cioos_71447a55-3eca-41b1-87ff-b8ef69314c4d,Hakai Institute,"100 Islands Research Program Terrestrial Vegetation Data - BC Central Coast - 2015, 2016, 2017",dataset,CC-BY-4.0,False,,completed,active,dataset,Hakai Geospatial,2,"{'type': 'Polygon', 'coordinates': [[[-128.68650306, 51.39874225], [-127.62082923, 51.39874225], [-127.62082923, 52.13303212], [-128.68650306, 52.13303212], [-128.68650306, 51.39874225]]]}","[{'max': '1000.0', 'min': '0.0'}]",other,2023-11-09T06:15:38.485765,2023-11-09T06:15:38.485772,2.0,4.0,17.0,23.0
68,44e8eeb5-b67f-4719-a5e8-c86590e20197,ca-cioos_93a9bb9a-b54e-4623-9e0e-93d8b7d0020b,Hakai Institute,Surfgrass Community Structure - Length & Density - BC Central Coast,dataset,CC-BY-4.0,False,Nearshore,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.2, 51.63], [-128.1, 51.63], [-128.1, 51.67], [-128.2, 51.67], [-128.2, 51.63]]]}","[{'max': '0.0', 'min': '-5.0'}]","other, seagrassCoverAndComposition",2023-11-09T06:15:41.026391,2023-11-09T06:15:41.026397,,8.0,10.0,18.0
69,71e7851a-933a-44d5-8cbb-f4cf4c1f0d6c,ca-cioos_6f6560e7-7497-4685-9df2-51c66080b7c9,Hakai Institute,"Genetic Stock Identification of Juvenile Sockeye Salmon Captured in the Discovery Islands and Johnstone Strait BC, Canada",dataset,CC-BY-4.0,False,Juvenile Salmon Program,onGoing,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-127.0, 49.88], [-124.4, 49.88], [-124.4, 50.84], [-127.0, 50.84], [-127.0, 49.88]]]}","[{'max': '9.0', 'min': '0.0'}]",fishAbundanceAndDistribution,2023-11-09T06:15:44.691342,2024-01-18T18:46:25.686597,,3.0,3.0,6.0
70,75a4b3b7-5cc9-45f6-81e3-ce98f6961488,ca-cioos_763f3e59-49fe-420a-91da-a046b4690bea,Hakai Institute,Real-Time Provisional Surface Seawater and Marine Boundary Layer CO2 Observations made from the Kwakshua Channel (KC) Buoy on the central coast of British Columbia,dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Point', 'coordinates': [-127.9697, 51.6507]}","[{'max': '0.5', 'min': '0.5'}]","inorganicCarbon, seaSurfaceSalinity, seaSurfaceTemperature",2023-11-09T06:15:46.824902,2023-11-09T06:15:46.824909,1.0,2.0,13.0,16.0
71,d00cf1fa-68f6-4545-b05d-3322d1cc42d5,ca-cioos_6e947d50-8392-42ce-bff9-24b126c7cab7,Hakai Institute,"Eelgrass (Z. marina) extent within the greater park ecosystem of Pacific Rim National Park Reserve eelgrass monitoring sites (2017, 2018) v1.0.0",dataset,CC-BY-4.0,False,,onGoing,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-126.0511576, 48.72717181], [-124.94565833, 48.72717181], [-124.94565833, 49.24536019], [-126.0511576, 49.24536019], [-126.0511576, 48.72717181]]]}","[{'max': '0.0', 'min': '0.0'}]","other, seagrassCoverAndComposition",2023-11-09T06:15:48.514181,2023-11-09T06:15:48.514186,1.0,3.0,9.0,13.0
72,35e49a67-a8b7-4053-a9c8-6e049ef9398c,ca-cioos_ab901b46-43f6-4044-b0c3-b5fd825622f4,Hakai Institute,"World View 2 Imagery - Coverage of three regions of the BC Central Coast - Summer 2014, 2015, & 2016",dataset,CC-BY-4.0,False,,underDevelopment,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.61145019531247, 51.61801654877371], [-127.91931152343746, 51.61801654877371], [-127.91931152343746, 52.11325243469631], [-128.61145019531247, 52.11325243469631], [-128.61145019531247, 51.61801654877371]]]}","[{'max': '0.0', 'min': '0.0'}]",other,2023-11-09T06:15:50.104672,2023-11-09T06:15:50.104683,1.0,3.0,12.0,16.0
73,76aeea5b-addd-4646-94fc-b292de54f25c,ca-cioos_41770c7d-27ea-4593-ba55-040bdc5b99f0,Hakai Institute,Hakai Mooring Water Properties Timeseries Research,dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Point', 'coordinates': [-127.531247, 51.601505]}","[{'max': '260.0', 'min': '90.0'}]","oxygen, subSurfaceSalinity, subSurfaceTemperature",2023-11-09T06:15:52.512612,2024-03-14T18:00:25.292234,,,,
74,5f471b7d-adc4-41bd-acb5-9320b4422eb4,ca-cioos_288ea4b2-3706-4256-8146-02bd0265585b,Hakai Institute,Nearshore Macrophyte Stable Isotopes - BC Central Coast,dataset,CC-BY-4.0,False,Nearshore,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.62224808, 51.28805197], [-127.44960574, 51.28805197], [-127.44960574, 52.00866824], [-128.62224808, 52.00866824], [-128.62224808, 51.28805197]]]}","[{'max': '10.0', 'min': '0.0'}]","stableCarbonIsotopes, macroalgalCanopyCoverAndComposition, seagrassCoverAndComposition",2023-11-09T06:15:54.730680,2024-03-14T18:00:27.623146,,1.0,1.0,2.0
75,c2fffc9c-ca18-4a59-b93e-0db8a0209866,ca-cioos_532c06ad-0b55-4e86-9088-cec970a0a8e1,Hakai Institute,Snow Mapping LiDAR Survey - 2022 - Hakai Airborne Coastal Observatory,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Institute Geospatial Team,2,"{'type': 'Polygon', 'coordinates': [[[-126.8, 48.94], [-122.5, 48.94], [-122.5, 50.49], [-126.8, 50.49], [-126.8, 48.94]]]}","[{'max': '2000.0', 'min': '0.0'}]",other,2023-11-09T06:15:59.715001,2024-03-14T18:30:18.324913,2.0,2.0,3.0,7.0
76,5c2d5e0a-bfea-4bcf-b1c8-b7f92b16647f,ca-cioos_48c8f830-f281-4ca1-9a81-ea690e70cb7a,Hakai Institute,"Water column CO2 system measurements from Hakai Oceanographic station QU39 from January 2016 to December 2017 in northern Salish Sea, British Columbia, Canada",dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-125.27772275, 49.99240786], [-124.97941819, 49.99240786], [-124.97941819, 50.16368976], [-125.27772275, 50.16368976], [-125.27772275, 49.99240786]]]}","[{'max': '0.0', 'min': '0.0'}]","other, inorganicCarbon",2023-11-09T06:16:02.081911,2024-03-14T19:00:38.698999,,2.0,1.0,3.0
77,43a5ec84-1c4f-4d02-b0ee-3d6bb5db2fd7,ca-cioos_7d3f525a-6ba2-494b-893a-147e2a812306,Hakai Institute,"Macrocystis kelp canopy productivity data from BC Central Coast, v1.3.0",dataset,CC-BY-4.0,False,Nearshore,onGoing,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.7, 51.33], [-127.2, 51.33], [-127.2, 52.26], [-128.7, 52.26], [-128.7, 51.33]]]}","[{'max': '30.0', 'min': '0.0'}]",macroalgalCanopyCoverAndComposition,2023-11-09T06:16:03.910364,2024-03-14T19:00:44.318079,,2.0,1.0,3.0
78,a05c3d68-ee40-4c66-825e-f4d0b62e5993,ca-cioos_ea6c0e20-9b99-48f7-adfb-6c1b70f6bd2a,Hakai Institute,Barnacle Dynamics: Point Intercept Surveys - BC Central Coast - 2016-2018,dataset,CC-BY-4.0,False,Nearshore,completed,active,dataset,Hakai Institute,1,"{'type': 'Polygon', 'coordinates': [[[-128.2, 51.63], [-128.1, 51.63], [-128.1, 51.67], [-128.2, 51.67], [-128.2, 51.63]]]}","[{'max': '0.0', 'min': '-5.0'}]","other, invertebrateAbundanceAndDistribution",2023-11-09T06:16:08.807618,2024-03-14T19:30:37.998721,,5.0,5.0,10.0
79,5e987043-f439-4a37-b8f3-2d8016bd0fe9,ca-cioos_c688f31b-f82c-48f1-a707-5025c37a9b5c,Hakai Institute,UAV Imagery - 2016 - Coastal British Columbia - Canada,dataset,CC-BY-4.0,False,Geospatial,completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-131.8505863845348, 48.31242790407177], [-123.9404301345348, 48.31242790407177], [-123.9404301345348, 52.776185688961704], [-131.8505863845348, 52.776185688961704], [-131.8505863845348, 48.31242790407177]]]}","[{'max': '1750.0', 'min': '0.0'}]",other,2023-11-09T06:16:12.040497,2024-03-14T19:31:05.183801,,1.0,5.0,6.0
80,29284c31-9918-4470-9d18-20d3ce9e3abc,ca-cioos_6652a7a9-d27f-4cbe-ac04-435c238e991d,Hakai Institute,Water Level measured from a Pressure Tide Gauge Instrument Deployed in Choke Pass on Calvert Island Research,dataset,CC-BY-4.0,False,Oceanography,completed,active,dataset,Hakai Institute,1,"{'type': 'Point', 'coordinates': [-128.12103, 51.670666]}","[{'max': '6.0', 'min': '0.0'}]",seaSurfaceHeight,2023-11-09T06:16:14.601021,2024-03-15T19:30:32.284153,,2.0,,2.0
81,7b75f3fb-0063-4607-b4e4-b7b422e7ca9b,ca-cioos_0fbdb22e-d039-46a8-95e3-0bbf4f55d972,Hakai Institute,Glacier and Ice Field Mapping - 2021 - Airborne Coastal Observatory,dataset,CC-BY-4.0,False,Airborne Coastal Observatory,completed,active,dataset,Hakai Geosptatial,2,"{'type': 'Polygon', 'coordinates': [[[-128.0, 47.86], [-112.8, 47.86], [-112.8, 55.49], [-128.0, 55.49], [-128.0, 47.86]]]}","[{'max': '3000.0', 'min': '0.0'}]",other,2023-11-09T06:16:17.003208,2024-03-15T19:30:23.701698,1.0,2.0,1.0,4.0
82,f2158f39-9a74-4f33-bd11-f2370d543a24,ca-cioos_0c8692f0-a103-4681-9247-9bb69c6e222e,Hakai Institute,Kelp Canopy Extent - 2015 - NW Calvert Island - British Columbia - Canada,dataset,CC-BY-4.0,False,"Geospatial, Nearshore",completed,active,dataset,Hakai Institute,2,"{'type': 'Polygon', 'coordinates': [[[-128.17543029785156, 51.63272286429384], [-128.10916900634766, 51.63272286429384], [-128.10916900634766, 51.68149662336026], [-128.17543029785156, 51.68149662336026], [-128.17543029785156, 51.63272286429384]]]}","[{'max': '10.0', 'min': '0.0'}]","other, macroalgalCanopyCoverAndComposition",2023-11-09T06:16:19.730209,2024-03-15T20:00:57.928311,,2.0,,2.0
